City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,arys,42.4252,68.795,31.68,19,70,1.81,KZ,1717949630
287,nagqu,31.5,92.0,9.89,49,87,2.26,CN,1717949631
288,torghay,49.6339,63.4981,24.39,55,47,4.35,KZ,1717949631
289,korla,41.7597,86.1469,28.1,19,100,2.66,CN,1717949632
290,la asuncion,11.0333,-63.8628,28.85,72,74,6.09,VE,1717949633
291,as sulayyil,20.4607,45.5779,42.14,6,0,4.13,SA,1717949633
292,uturoa,-16.7333,-151.4333,26.97,79,90,5.37,PF,1717949634
293,vorkuta,67.5,64.0,2.28,96,100,1.79,RU,1717949617
294,yelizovo,53.1873,158.3805,11.0,90,99,3.23,RU,1717949635
295,kaiapoi,-43.3783,172.6401,12.27,89,23,3.09,NZ,1717949635
296,al ghayzah,16.2079,52.176,30.64,77,3,6.77,YE,1717949636
297,sangmelima,2.9333,11.9833,22.59,96,98,1.24,CM,1717949636
298,khuzdar,27.7384,66.6434,29.56,21,4,2.32,PK,1717949637
299,st. john's,47.5649,-52.7093,17.66,70,75,4.12,CA,1717949637
300,talnakh,69.4865,88.3972,3.45,99,92,2.4,RU,1717949637
301,gereida,11.2811,25.1414,31.39,38,80,3.1,SD,1717949638
302,zelenogorsk,56.1147,94.5861,10.41,91,1,2.56,RU,1717949638
303,bichura,50.5881,107.6022,15.36,73,93,0.17,RU,1717949530
304,adam,22.3756,57.5233,32.45,35,52,5.33,OM,1717949640
305,lospalos,-8.5186,127.0025,18.22,86,0,1.85,TL,1717949353
306,grand falls-windsor,48.9332,-55.6649,18.06,77,79,3.88,CA,1717949401
307,guerrero negro,27.9769,-114.0611,18.42,68,3,4.82,MX,1717949641
308,jatai,-17.8814,-51.7144,29.0,33,43,4.29,BR,1717949610
309,gamba,-2.65,10.0,25.13,74,49,3.67,GA,1717949643
310,taro,-8.3862,115.28,22.0,100,100,0.71,ID,1717949643
311,port saint john's,-31.6229,29.5448,18.06,70,0,3.75,ZA,1717949643
312,nova sintra,14.8667,-24.7167,23.33,82,0,9.26,CV,1717949644
313,margate,51.3813,1.3862,17.95,55,66,3.13,GB,1717949644
314,monduli,-3.3,36.45,16.93,69,75,4.72,TZ,1717949645
315,usinsk,65.9939,57.5281,10.04,50,100,4.47,RU,1717949645
316,nuuk,64.1835,-51.7216,5.34,100,100,8.23,GL,1717949520
317,iskateley,67.6803,53.1512,5.01,71,100,4.92,RU,1717949646
318,revda,56.801,59.9303,11.55,99,100,2.49,RU,1717949647
319,sabang,5.8933,95.3214,29.58,75,69,9.41,ID,1717949647
320,fale old settlement,-9.3852,-171.2468,28.73,71,100,3.74,TK,1717949648
321,santa isabel,-23.3156,-46.2214,27.61,42,6,0.62,BR,1717949648
322,cururupu,-1.8283,-44.8683,29.59,66,62,2.24,BR,1717949649
323,chunskiy,56.0815,99.6342,14.82,97,66,3.61,RU,1717949649
324,barcelona,41.3888,2.159,25.42,64,75,4.63,ES,1717949469
325,calchaqui,-29.8877,-60.287,27.16,46,100,5.52,AR,1717949651
326,kismayo,-0.3582,42.5454,26.17,77,56,7.86,SO,1717949651
327,estacion coahuila,32.1939,-115.0017,29.75,36,2,2.91,MX,1717949652
328,marabba,12.35,32.1833,35.83,34,100,5.88,SD,1717949652
329,lompoc,34.6391,-120.4579,17.23,79,100,1.54,US,1717949653
330,masterton,-40.9597,175.6575,14.5,85,100,5.39,NZ,1717949654
331,constitucion,-35.3333,-72.4167,14.18,84,29,6.91,CL,1717949485
332,oum hadjer,13.2954,19.6966,40.33,16,56,3.19,TD,1717949655
333,lincoln,40.8,-96.667,25.0,44,0,3.6,US,1717949384
334,kavaratti,10.5669,72.642,28.14,84,100,6.18,IN,1717949656
335,kailua-kona,19.6406,-155.9956,23.98,90,40,1.54,US,1717949597
336,moapa valley,36.5805,-114.4703,33.71,11,68,5.56,US,1717949657
337,plymouth,41.8334,-70.8328,20.09,86,100,5.14,US,1717949581
338,saint-junien,45.8833,0.9,19.91,56,100,2.78,FR,1717949658
339,soio,-6.1349,12.3689,24.51,75,33,3.87,AO,1717949659
340,shiyan,32.6475,110.7781,20.92,83,29,2.54,CN,1717949659
341,salalah,17.0151,54.0924,31.05,84,75,3.6,OM,1717949660
342,mount gambier,-37.8333,140.7667,5.31,93,68,1.77,AU,1717949660
343,alofi,-19.0595,-169.9187,21.94,73,100,4.63,NU,1717949660
344,el matama,16.7095,33.3565,40.36,19,19,6.42,SD,1717949661
345,gamay,12.3854,125.2979,25.68,92,51,1.31,PH,1717949661
346,bath,51.3779,-2.3591,17.64,71,95,5.5,GB,1717949420
347,touros,-5.1989,-35.4608,28.54,74,75,7.27,BR,1717949454
348,waiuku,-37.25,174.75,17.4,94,100,3.47,NZ,1717949663
349,inhambane,-23.865,35.3833,19.73,63,39,5.74,MZ,1717949663
350,kosigi,15.85,77.2667,25.07,74,100,7.77,IN,1717949663
351,byalynichy,53.9983,29.7126,15.62,90,94,5.33,BY,1717949664
352,rouissat,31.9243,5.3502,42.14,9,100,4.65,DZ,1717949664
353,gao,16.6362,1.637,43.24,11,1,1.25,ML,1717949665
354,singaraja,-8.112,115.0882,26.95,87,23,1.68,ID,1717949448
355,wenling,28.3669,121.36,21.37,98,96,1.04,CN,1717949666
356,chul'man,56.8479,124.9104,8.49,91,100,0.89,RU,1717949666
357,bashmakovo,53.2133,43.0342,19.4,81,7,2.64,RU,1717949526
358,la'ie,21.6477,-157.9253,25.98,78,9,1.79,US,1717949667
359,buncrana,55.1333,-7.45,10.87,97,100,2.07,IE,1717949667
360,tshabong,-26.05,22.45,15.41,35,0,4.81,BW,1717949668
361,yuzhno-kurilsk,44.0306,145.8556,11.32,93,99,4.06,RU,1717949668
362,saint-leu,-21.15,55.2833,22.48,79,23,6.87,RE,1717949669
363,santa cruz,-17.8,-63.1667,29.7,58,75,11.83,BO,1717949581
364,kokpekty,48.75,82.4,20.16,71,28,1.85,KZ,1717949670
365,kenai,60.5544,-151.2583,13.05,62,0,4.63,US,1717949670
366,feijo,-8.1642,-70.3536,33.47,45,96,0.32,BR,1717949671
367,bairnsdale,-37.8333,147.6167,9.47,94,100,2.38,AU,1717949671
368,arraial do cabo,-22.9661,-42.0278,25.92,61,0,4.63,BR,1717949565
369,isna,25.2934,32.554,38.61,10,0,6.9,EG,1717949672
370,rizhao,35.4275,119.4553,24.71,58,100,1.98,CN,1717949673
371,formosa do rio preto,-11.0483,-45.1931,32.59,27,32,3.67,BR,1717949673
372,barclayville,4.6797,-8.2339,27.28,78,92,3.44,LR,1717949674
373,kaliningrad,54.7065,20.511,17.98,51,27,2.15,RU,1717949649
374,maua,-23.6678,-46.4614,26.89,80,34,2.39,BR,1717949675
375,keflavik,64.0049,-22.5624,11.24,58,0,4.63,IS,1717949675
376,sola,-13.8833,167.55,26.26,73,99,6.28,VU,1717949676
377,lae,-6.7221,146.9847,24.17,84,93,0.79,PG,1717949676
378,mount pleasant,32.7941,-79.8626,33.43,48,0,3.6,US,1717949677
379,jiujiang,29.7333,115.9833,21.18,97,97,0.95,CN,1717949677
380,blanchard,35.1378,-97.6581,27.53,67,98,4.56,US,1717949572
381,orillia,44.6087,-79.4207,12.72,98,100,0.89,CA,1717949404
382,gadani,25.1185,66.7299,31.12,86,1,5.32,PK,1717949678
383,san andres,12.5847,-81.7006,32.01,74,20,2.57,CO,1717949679
384,brookings,44.3114,-96.7984,22.25,47,0,3.6,US,1717949679
385,idil,37.3411,41.8895,32.96,15,0,5.14,TR,1717949680
386,valparaiso,-33.0393,-71.6273,15.63,71,100,1.54,CL,1717949513
387,del rio,29.3627,-100.8968,29.51,66,75,6.69,US,1717949437
388,axim,4.8699,-2.2405,26.97,82,100,3.78,GH,1717949681
389,grantsville,40.5999,-112.4644,29.2,23,0,3.09,US,1717949681
390,dalandzadgad,43.5708,104.425,21.82,21,47,2.45,MN,1717949682
391,gagliano del capo,39.8442,18.3695,30.45,55,26,4.38,IT,1717949682
392,rikaze,29.25,88.8833,17.63,34,16,3.73,CN,1717949683
393,tostado,-29.232,-61.7692,28.32,50,100,0.89,AR,1717949683
394,bodden town,19.2833,-81.25,31.0,84,20,4.63,KY,1717949684
395,den burg,53.0542,4.7972,14.42,74,75,6.69,NL,1717949685
396,anchorage,61.2181,-149.9003,14.96,67,0,7.72,US,1717949653
397,saipan,15.1355,145.701,28.39,78,20,3.6,MP,1717949685
398,mamuju,-2.6748,118.8885,26.06,87,99,1.24,ID,1717949686
399,satsuma,30.8532,-88.0561,33.23,41,0,1.92,US,1717949686
400,libona,8.3389,124.7353,21.85,95,100,1.62,PH,1717949687
401,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.03,GF,1717949687
402,bandon,51.7469,-8.7425,15.77,72,100,6.3,IE,1717949687
403,tarija,-21.5355,-64.7296,27.95,30,72,0.0,BO,1717949524
404,rio san juan,19.6439,-70.0763,30.17,67,95,6.17,DO,1717949688
405,malpica,43.3228,-8.8105,19.41,70,6,7.07,ES,1717949689
406,jiaojiang,28.6803,121.4428,21.47,99,97,0.98,CN,1717949689
407,castelo,-20.6036,-41.1847,28.52,44,7,1.14,BR,1717949690
408,morondava,-20.2833,44.2833,25.91,65,19,7.85,MG,1717949497
409,proletarsk,46.7031,41.7192,20.64,54,100,1.74,RU,1717949690
410,val-d'or,48.1002,-77.7828,15.91,64,96,3.2,CA,1717949511
411,karratha,-20.7377,116.8463,20.24,73,0,1.01,AU,1717949691
412,bubaque,11.2833,-15.8333,26.69,79,88,3.29,GW,1717949692
413,sarangani,5.4033,125.4636,29.09,72,100,2.64,PH,1717949692
414,jasidih,24.5167,86.65,36.8,27,1,7.24,IN,1717949693
415,ghadamis,30.1337,9.5007,42.03,7,35,3.16,LY,1717949693
416,kure,34.2333,132.5667,20.4,93,100,2.13,JP,1717949694
417,chongqing,29.5628,106.5528,21.23,99,100,0.45,CN,1717949593
418,pa sang,18.5262,98.9394,29.11,86,99,0.56,TH,1717949695
419,bonnyville,54.2668,-110.735,8.89,82,100,1.14,CA,1717949487
420,yaren,-0.5472,166.916,29.45,74,92,4.96,NR,1717949693
421,qusmuryn,52.4503,64.6311,18.53,84,100,2.35,KZ,1717949696
422,pacific grove,36.6177,-121.9166,15.82,86,75,2.57,US,1717949697
423,naivasha,-0.7167,36.4359,15.06,93,96,2.43,KE,1717949697
424,kudahuvadhoo,2.6708,72.8944,28.83,74,96,4.17,MV,1717949698
425,gudur,14.1333,79.85,31.68,54,100,2.15,IN,1717949698
426,concepcion de la sierra,-27.9831,-55.5203,27.56,55,20,4.87,AR,1717949699
427,al jawf,29.5,38.75,37.51,8,0,6.39,SA,1717949699
428,atasu,48.6814,71.6433,19.62,75,93,9.2,KZ,1717949700
429,tofol,5.3248,163.0078,29.08,76,86,6.27,FM,1717949700
430,gudalur,9.6833,77.2667,23.18,87,100,3.1,IN,1717949700
431,gangapur,26.4833,76.7167,37.11,20,13,2.54,IN,1717949701
432,manadhoo,5.7667,73.3833,28.4,80,83,6.39,MV,1717949701
433,zarautz,43.2844,-2.1699,18.97,75,100,4.91,ES,1717949702
434,fisterra,42.9049,-9.2629,15.97,73,6,11.15,ES,1717949703
435,ta`u,-14.2336,-169.5144,25.88,68,99,7.98,AS,1717949703
436,enriquillo,17.9,-71.2333,30.82,65,100,5.3,DO,1717949704
437,dunda,-8.1167,34.25,21.57,38,68,4.81,TZ,1717949704
438,barah,13.7,30.3667,36.42,27,99,2.6,SD,1717949411
439,laojunmiao,39.8333,97.7333,20.77,15,84,3.31,CN,1717949705
440,amos,48.5669,-78.1162,17.24,51,93,4.26,CA,1717949706
441,sechura,-5.5569,-80.8222,22.61,61,81,4.54,PE,1717949706
442,haiku-pauwela,20.9219,-156.3051,23.91,77,20,4.63,US,1717949707
443,howard springs,-12.497,131.047,18.95,88,0,2.35,AU,1717949708
444,taksimo,56.3444,114.8794,10.24,70,32,1.43,RU,1717949708
445,holualoa,19.6228,-155.9522,21.91,85,40,1.54,US,1717949709
446,shaffa,10.5067,12.3332,34.37,36,5,3.61,NG,1717949709
447,vernon,50.2581,-119.2691,20.34,40,97,1.54,CA,1717949709
448,mana,5.6592,-53.7767,28.75,75,24,3.3,GF,1717949710
449,berezovo,63.9381,65.0419,18.53,56,100,2.63,RU,1717949710
450,villamontes,-21.25,-63.5,30.03,27,47,1.57,BO,1717949711
451,kongwa,-6.2,36.4167,20.71,52,49,4.35,TZ,1717949711
452,xilin hot,43.9667,116.0333,18.66,48,96,3.46,CN,1717949712
453,fortaleza,-3.7227,-38.5247,30.6,85,75,4.63,BR,1717949475
454,esmeraldas,-19.7625,-44.3139,24.48,36,46,2.95,BR,1717949713
455,namibe,-15.1961,12.1522,21.75,75,2,3.73,AO,1717949713
456,raja,8.4596,25.678,26.81,64,92,1.48,SS,1717949713
457,badvel,14.75,79.05,28.93,60,99,7.96,IN,1717949714
458,urussu,54.5981,53.4631,21.68,58,74,2.84,RU,1717949714
459,sakakah,29.9697,40.2064,39.76,9,0,3.16,SA,1717949715
460,chiredzi,-21.05,31.6667,16.84,44,5,2.39,ZW,1717949715
461,campbell river,50.0163,-125.2446,18.03,59,75,3.6,CA,1717949716
462,mawu,29.5923,107.3139,19.27,95,100,1.08,CN,1717949716
463,itumbiara,-18.4192,-49.2153,30.67,28,73,4.34,BR,1717949685
464,massaguet,12.4755,15.4365,40.78,18,26,4.71,TD,1717949717
465,odda,60.0691,6.5457,11.54,99,100,1.07,NO,1717949718
466,shakawe,-18.3667,21.85,21.36,37,2,2.93,BW,1717949718
467,prado,-17.3411,-39.2208,25.63,65,82,3.75,BR,1717949718
468,whakatane,-37.9585,176.9854,18.27,99,100,4.02,NZ,1717949719
469,praia,14.9215,-23.5087,25.3,68,1,5.31,CV,1717949710
470,sao luiz gonzaga,-28.4083,-54.9608,25.47,60,7,6.85,BR,1717949720
471,berezovyy,51.6667,135.7,12.24,99,100,1.54,RU,1717949720
472,paramonga,-10.6667,-77.8333,20.11,74,45,4.1,PE,1717949721
473,tionk essil,12.7856,-16.5217,35.03,42,99,4.96,SN,1717949721
474,santa ana de yacuma,-13.75,-65.4333,31.97,55,40,2.57,BO,1717949722
475,jutai,-5.1833,-68.9,32.91,50,16,1.29,BR,1717949722
476,khilok,51.3674,110.4676,14.22,74,62,0.8,RU,1717949722
477,verkhniye kigi,55.4083,58.6044,13.45,95,100,3.04,RU,1717949723
478,bandrele,-12.9067,45.1914,26.86,57,0,5.66,YT,1717949723
479,new glasgow,45.5834,-62.6486,16.55,61,56,5.43,CA,1717949724
480,ghormach,35.7306,63.7826,30.32,16,3,3.07,AF,1717949724
481,massawa,15.6097,39.45,35.55,39,9,1.68,ER,1717949725
482,bikenibeu village,1.3673,173.1241,27.98,83,20,2.06,KI,1717949725
483,kamina,-8.7386,24.9906,21.76,33,7,2.23,CD,1717949725
484,daru,-9.0763,143.2092,25.82,88,100,8.19,PG,1717949726
485,santo antonio do ica,-3.1022,-67.9397,24.52,94,100,0.22,BR,1717949634
486,qoryooley,1.7878,44.53,25.17,80,70,7.66,SO,1717949727
487,kimbe,-5.5502,150.1429,24.86,92,89,1.89,PG,1717949727
488,el fasher,13.6279,25.3494,35.46,25,70,2.81,SD,1717949728
489,dera bugti,29.0307,69.151,33.16,23,9,3.05,PK,1717949728
490,new norfolk,-42.7826,147.0587,6.51,88,18,1.45,AU,1717949729
491,chardara,41.2547,67.9692,31.62,24,55,2.33,KZ,1717949729
492,yreka,41.7354,-122.6345,22.1,49,0,3.09,US,1717949729
493,ola,59.5833,151.2833,5.08,92,100,2.85,RU,1717949730
494,tvoroyri,61.5556,-6.8111,8.76,81,42,7.32,FO,1717949730
495,bardai,11.65,7.2333,35.44,30,57,3.12,NG,1717949731
496,geraldton,-28.7667,114.6,20.23,64,40,4.63,AU,1717949731
497,mozarlandia,-14.7447,-50.5706,33.91,26,88,3.26,BR,1717949732
498,muswellbrook,-32.2667,150.9,10.74,92,17,2.23,AU,1717949732
499,at taj,24.2049,23.2857,36.65,10,0,5.11,LY,1717949732
500,magsaysay,6.7667,125.1833,24.41,92,100,1.0,PH,1717949733
501,nicoya,10.1483,-85.452,29.97,74,100,0.77,CR,1717949733
502,shakhtinsk,49.71,72.5872,18.43,80,95,7.55,KZ,1717949734
503,midvagur,62.0511,-7.1939,7.46,87,100,8.75,FO,1717949734
504,yinchuan,38.4681,106.2731,25.96,25,48,3.08,CN,1717949735
505,essaouira,31.5125,-9.77,20.61,73,56,4.29,MA,1717949657
506,horodenka,48.6727,25.5016,19.07,84,99,1.01,UA,1717949736
507,tobol'sk,58.2,68.2667,17.0,72,74,2.68,RU,1717949736
508,ibb,13.9667,44.1833,24.09,43,84,2.51,YE,1717949736
509,tuensang,26.2833,94.8333,20.36,96,37,1.06,IN,1717949737
510,ugoofaaru,5.6667,73.0,28.59,79,97,6.55,MV,1717949737
511,cape canaveral,28.4058,-80.6048,36.22,62,0,4.63,US,1717949738
512,madimba,-10.4,40.3333,24.92,77,44,6.01,TZ,1717949738
513,antofagasta,-23.65,-70.4,18.6,72,91,2.64,CL,1717949513
514,cartagena del chaira,1.3349,-74.8429,29.27,64,83,1.24,CO,1717949739
515,itoman,26.1247,127.6694,25.01,96,40,1.54,JP,1717949740
516,lesnoy,57.6198,63.0784,12.77,97,100,2.29,RU,1717949740
517,urupes,-21.2017,-49.29,31.6,23,85,4.62,BR,1717949741
518,kulhudhuffushi,6.6221,73.07,28.78,79,98,6.57,MV,1717949741
519,kirensk,57.7853,108.1119,10.54,66,9,1.79,RU,1717949742
520,porto novo,6.4965,2.6036,28.64,72,82,4.81,BJ,1717949450
521,acapulco de juarez,16.8634,-99.8901,28.9,70,20,2.57,MX,1717949742
522,sinabang,2.4803,96.3801,26.11,86,85,1.69,ID,1717949743
523,saudarkrokur,65.7461,-19.6394,6.24,87,90,2.63,IS,1717949743
524,salinopolis,-0.6136,-47.3561,29.21,71,84,4.86,BR,1717949744
525,fort stockton,30.894,-102.8793,34.31,16,0,6.17,US,1717949744
526,portoferraio,42.8115,10.3146,25.06,88,81,6.51,IT,1717949745
527,santa maria del oro,25.9333,-105.3667,25.95,29,0,1.52,MX,1717949745
528,oodweyne,9.4092,45.064,28.52,40,13,9.17,SO,1717949746
529,agat village,13.3886,144.6585,28.52,86,0,3.09,GU,1717949746
530,adre,13.4667,22.2,24.28,70,97,8.53,TD,1717949747
531,santa quiteria,-4.3319,-40.1567,30.47,54,98,3.54,BR,1717949747
532,port-vila,-17.7338,168.3219,23.19,86,69,1.54,VU,1717949748
533,leh,34.1667,77.5833,9.1,15,75,2.94,IN,1717949748
534,ghanzi,-21.5667,21.7833,17.04,43,2,4.33,BW,1717949748
535,sandnessjoen,66.0217,12.6316,19.29,48,0,5.14,NO,1717949749
536,meaux,48.9167,3.0,21.49,66,0,4.94,FR,1717949749
537,dryden,49.7833,-92.7503,10.16,76,100,2.06,CA,1717949750
538,i-n-salah,27.1935,2.4607,45.23,7,86,5.66,DZ,1717949750
539,kuanda,56.3161,116.0806,9.05,72,12,0.62,RU,1717949467
540,badiyah,22.45,58.8,32.43,34,72,2.52,OM,1717949752
541,fortuna,40.5982,-124.1573,14.19,91,100,2.57,US,1717949752
542,mikashevichy,52.2173,27.476,20.07,83,73,3.57,BY,1717949753
543,mil'kovo,55.6078,37.7956,21.86,61,84,2.58,RU,1717949753
544,novodvinsk,64.4165,40.8122,14.88,47,64,2.55,RU,1717949754
545,al bawiti,28.3492,28.8659,35.06,15,0,5.13,EG,1717949754
546,george town,5.4112,100.3354,28.96,84,20,0.0,MY,1717949623
547,kavieng,-2.5744,150.7967,28.6,78,79,3.09,PG,1717949755
548,srandakan,-7.9386,110.2506,25.55,89,36,2.42,ID,1717949756
549,kill devil hills,36.0307,-75.676,31.0,42,0,5.14,US,1717949566
550,victorica,-36.2151,-65.4359,18.66,37,32,10.12,AR,1717949756
551,altay,47.8667,88.1167,17.35,63,49,2.78,CN,1717949757
552,matoury,4.8483,-52.3317,25.98,94,75,1.03,GF,1717949757
553,sabzevar,36.2126,57.6819,31.7,12,6,1.42,IR,1717949758
554,aweil,8.7682,27.4002,29.0,56,94,0.83,SS,1717949758
555,cooma,-36.2333,149.1333,2.15,93,43,1.2,AU,1717949759
556,branson,36.6437,-93.2185,22.81,94,100,4.63,US,1717949476
557,amahai,-3.3333,128.9167,25.56,88,98,2.86,ID,1717949760
558,divnogorsk,55.9594,92.3619,12.27,96,23,2.23,RU,1717949760
559,new plymouth,-39.0667,174.0833,16.56,100,99,7.43,NZ,1717949760
560,amontada,-3.3617,-39.8317,32.19,49,39,4.3,BR,1717949761
561,varberg,57.1056,12.2508,12.81,82,90,11.03,SE,1717949761
562,cole harbour,44.6724,-63.4751,21.65,68,74,7.72,CA,1717949762
563,madaripur,23.1753,90.2072,29.11,79,93,5.34,BD,1717949762
564,salekhard,66.53,66.6019,10.22,60,100,3.13,RU,1717949763
565,zheleznogorsk-ilimskiy,56.5768,104.1217,14.65,66,100,0.89,RU,1717949763
566,taltal,-25.4,-70.4833,19.03,62,85,2.15,CL,1717949764
567,an ros,53.5223,-6.0931,15.14,88,75,8.23,IE,1717949764
568,shohimardon,39.9839,71.8028,23.43,48,99,1.59,UZ,1717949765
569,chui,-33.6971,-53.4616,22.34,77,100,5.68,UY,1717949507
570,borgarnes,64.5383,-21.9206,14.34,47,71,3.93,IS,1717949766
571,tazovsky,67.4667,78.7,2.81,74,57,2.73,RU,1717949766
572,cumaral,4.2708,-73.4867,26.66,82,75,2.02,CO,1717949767
573,igrim,63.1906,64.4162,18.33,56,100,1.71,RU,1717949767
574,darwin,-12.4611,130.8418,18.99,87,0,0.0,AU,1717949702
